Fecha de Atencion,De 0 a antes de 1,De 01 a 05 ,De 06 a 09,De 10 a 14,De 15 a 18 ,De 19 a 26,De 27 a 44,De 45 a 59,De 60 y mas,No Definido,Total general
9/3/15,5.343,29.772,16.546,17.948,16.101,38.159,73.055,58.148,59.186,,313.613
9/4/15,4.759,27.823,15.786,16.877,15.622,36.26,68.803,54.787,53.77,,293.834
9/5/15,2.274,13.845,8.6,9.609,8.183,17.352,33.062,23.97,22.028,,138.546
9/6/15,897,7.655,4.122,4.613,4.262,8.83,13.742,9.391,10.178,,63.567
9/7/15,5.572,31.533,18.477,19.109,17.287,39.176,76.043,60.693,61.324,,328.605
9/8/15,5.448,31.068,17.775,18.293,16.771,38.531,74.188,59.85,60.052,,321.361
9/9/15,5.35,33.067,19.089,19.855,18.005,40.185,77.407,63.106,64.166,,339.62
9/10/15,5.324,37.085,21.627,22.302,20.405,45.814,87.213,71.077,71.592,,381.703
9/11/15,4.464,37.457,21.657,22.059,20.786,47.975,93.14,74.113,73.105,,394.085
9/12/15,2.153,21.381,13.762,14.613,12.348,26.624,51.76,39.025,37.179,,218.471
9/13/15,922,6.717,3.447,4.18,3.719,7.442,11.714,7.699,8.707,,54.446
9/14/15,5.522,32.732,18.694,19.793,17.724,39.953,75.903,62.136,63.068,,334.912
9/15/15,5.598,34.516,19.486,20.025,18.619,40.58,77.489,62.8,64.299,,342.806
9/16/15,5.162,33.719,19.342,20.888,18.475,40.028,76.252,61.467,61.548,,336.307
9/17/15,5.3,31.837,18.54,19.838,17.892,39.714,75.525,60.801,60.558,,329.406
9/18/15,4.844,29.722,17.525,18.55,17.038,37.71,71.074,55.95,56.661,,308.544
9/19/15,2.14,14.257,9.08,10.282,8.571,17.712,33.873,24.211,22.504,,142.308
9/20/15,805,6.32,3.459,4.305,3.745,7.595,11.897,7.673,9.054,,54.766
9/21/15,5.51,32.256,18.336,19.117,17.661,39.878,75.924,61.117,61.76,,330.924
9/22/15,5.514,33.887,19.356,19.875,18.113,40.694,76.628,62.088,61.973,,337.539
9/23/15,5.226,33.187,18.588,19.98,17.741,39.898,76.31,61.231,62.266,,333.788
9/24/15,5.214,30.876,17.95,18.907,17.472,38.469,74.092,59.665,60.694,,322.819
9/25/15,4.52,28.574,16.358,17.694,16.798,36.704,68.983,55.133,55.038,,299.274
9/26/15,2.024,14.048,8.822,9.988,8.449,17.408,33.158,23.53,22.221,,139.383
9/27/15,771,6.858,3.495,4.105,3.643,7.482,11.7,7.705,8.87,,54.538
9/28/15,5.501,32.81,18.286,19.278,17.472,38.77,73.986,60.602,61.664,1,327.737
9/29/15,5.114,33.789,18.699,19.704,18.253,39.631,75.552,61.895,61.59,,333.567
9/30/15,5.015,32.603,18.49,18.68,17.82,39.077,75.072,61.13,62.872,1,330.072
10/1/15,1.221,23.166,11.902,12.596,12.041,26.222,47.701,42.442,47.336,,224.363
10/2/15,1.069,21.291,11.625,12.542,11.812,25.335,45.007,39.281,42.035,,209.805
10/3/15,656,11.56,6.384,7.389,6.442,13.365,23.337,17.873,17.859,,104.765
10/4/15,286,7.005,3.577,4.335,3.648,7.544,11.648,8.032,8.814,,54.83
10/5/15,1.373,23.719,13.218,14.261,13.217,27.109,48.852,42.446,46.421,,230.338
10/6/15,1.307,26.421,14.413,15.436,13.968,29.689,52.615,45.67,51.14,,250.38
10/7/15,1.26,26.012,15.578,16.475,14.749,29.537,52.649,45.599,48.677,,250.195
10/8/15,1.217,28.016,15.941,17.16,15.472,30.277,54.664,46.904,51.478,,260.761
10/9/15,1.122,27.889,15.875,16.92,15.63,31.55,55.732,47.14,50.817,,262.261
10/10/15,601,11.485,6.751,7.559,6.619,14.078,24.482,19.236,20.019,,110.701
10/11/15,248,16.848,9.609,9.914,8.416,19.651,36.955,29.085,30.639,,161.282
10/12/15,285,14.286,8.491,9.077,7.813,16.886,31.328,23.876,25.444,,137.408
10/13/15,1.328,27.316,14.514,15.204,13.827,30.539,55.255,47.98,53.346,,259.016
10/14/15,1.199,26.476,14.486,15.54,13.792,30.458,54.314,47.617,52.596,,256.19
10/15/15,1.143,25.709,13.898,15.308,13.981,29.792,53.687,46.526,51.656,,251.439
10/16/15,1.103,23.786,13.122,14.198,12.825,28.157,51.219,43.24,46.799,,234.168
10/17/15,585,11.734,6.965,7.91,6.819,14.15,24.95,19.504,20.328,,112.81
10/18/15,176,5.598,3.161,4.002,3.349,6.655,10.711,7.449,8.927,,49.969
10/19/15,1.214,26.462,13.94,15.278,13.87,30.443,55.08,47.317,51.029,,254.309
10/20/15,1.098,27.989,14.972,15.715,14.386,31.178,57.36,49.356,54.1,,265.788
10/21/15,1.092,26.97,14.309,15.408,14.072,30.199,54.83,47.183,51.444,,255.182
10/22/15,1.079,26.602,14.322,15.417,14.111,30.308,55.242,47.248,51.684,,255.67
10/23/15,954,24.656,13.558,14.784,13.71,29.272,52.669,44.063,47.191,,240.578
10/24/15,563,12.009,7.105,7.98,6.956,14.437,25.798,19.902,20.303,,114.922
10/25/15,188,5.693,3.243,3.681,3.195,6.399,10.233,7.029,8.218,,47.832
10/26/15,910,25.379,13.419,14.279,13.194,28.432,52.472,45.176,47.491,,240.418
10/27/15,992,28.446,14.872,15.486,14.196,30.921,56.866,48.363,52.999,,262.79
10/28/15,983,27.552,14.74,15.526,14.182,30.738,55.483,48.529,52.286,,259.683
10/29/15,970,34.56,20.617,15.128,13.866,32.803,60.324,54.142,50.317,,282.15
10/30/15,829,23.123,11.618,12.545,12.038,26.434,48.666,42.19,45.559,,222.705
10/31/15,334,10.453,5.555,5.921,5.396,12.315,23.314,19.664,21.144,,103.984
11/1/15,32,4.732,2.487,2.517,2.519,5.687,9.412,7.436,9.888,,44.655
11/2/15,25,4.754,2.578,2.635,2.271,5.013,8.006,5.644,7.461,,38.343
11/3/15,47,23.839,13.099,12.031,11.047,24.807,44.722,39.199,45.309,,213.873
11/4/15,47,23.504,13.676,12.915,11.045,24.434,44.269,38.831,46.254,,214.752
11/5/15,62,23.699,12.985,12.909,11.279,24.478,44.876,39.486,45.055,,214.621
11/6/15,47,21.533,11.958,11.476,10.501,23.795,42.529,36.982,41.801,,200.418
11/7/15,45,9.482,5.908,5.714,4.847,10.752,19.422,15.401,16.57,,88.04
11/8/15,28,9.247,5.136,5.04,4.624,8.777,14.632,11.18,13.879,,72.474
11/9/15,64,28.195,15.418,14.964,13.473,28.85,52.971,45.538,51.353,,250.586
11/10/15,54,25.259,13.225,13.097,11.634,25.622,46.512,40.52,46.785,,222.477
11/11/15,45,29.026,15.995,15.255,14.01,31.52,59.936,51.066,55.599,,272.242
11/12/15,56,29.349,17.077,16.713,14.313,31.81,60.331,51.312,55.993,,276.702
11/13/15,55,25.996,14.589,13.646,12.568,28.729,54.201,45.705,49.166,,244.457
11/14/15,39,11.814,6.739,6.563,5.738,12.873,24.461,18.897,19.972,,107.015
11/15/15,30,5.158,2.472,2.445,2.457,5.501,8.658,5.793,7.632,,40.104
11/16/15,28,5.508,2.775,2.693,2.535,5.627,9.008,5.881,7.797,,41.813
11/17/15,52,29.301,16.008,14.456,13.336,30.797,58.674,50.239,56.545,,269.169
11/18/15,64,29.851,17.009,16.341,13.679,31.201,59.85,50.681,56.711,,275.168
11/19/15,55,29.023,16.163,15.361,14.066,31.113,59.693,49.97,55.062,,270.286
11/20/15,79,26.208,14.884,14.343,13.393,29.754,57.152,47.701,52.469,,255.774
11/21/15,47,12.141,7.014,6.57,5.752,13.799,26.322,20.492,21.388,,113.431
11/22/15,26,5.373,2.653,2.395,2.403,5.388,8.388,5.61,7.378,,39.575
11/23/15,56,30.084,16.95,15.966,13.882,31.813,61.483,51.758,57.118,,278.866
11/24/15,52,29.655,16.434,15.218,14.06,31.586,61.307,52.6,57.792,,278.442
11/25/15,48,28.918,16.873,16.366,13.866,30.6,59.728,51.327,55.883,,273.384
11/26/15,63,28.566,16.032,15.213,13.685,30.344,58.653,50.32,55.271,,267.916
11/27/15,55,26.092,14.927,13.874,13.628,36.723,68.433,51.65,50.238,,275.409
11/28/15,47,13.331,7.238,7.316,6.295,13.624,26.949,21.45,22.745,,118.891
11/29/15,42,4.961,2.329,2.439,2.312,5.094,8.195,5.478,7.383,,38.193
11/30/15,65,29.77,16.202,15.936,14.361,32.118,63.886,54.624,60.435,,287.076
12/1/15,48,26.98,15.12,15.155,14.206,31.785,60.035,52.136,61.034,,276.084
12/2/15,63,26.307,14.848,14.689,13.715,30.387,55.988,48.361,56.074,,260.051
12/3/15,62,26.403,14.637,15.202,13.664,31.099,58.608,48.77,55.597,,263.712
12/4/15,76,24.17,13.676,14.114,12.444,29.147,54.179,45.064,51.605,,244.144
12/5/15,56,14.013,7.674,7.39,6.769,16.979,31.016,23.134,25.17,,131.98
12/6/15,64,7.056,3.661,3.407,3.373,8.277,12.719,8.607,10.663,,57.741
12/7/15,77,23.638,12.979,12.799,11.599,28.365,53.167,44.387,52.041,,238.724
12/8/15,45,10.98,6.133,5.945,5.409,11.357,18.312,13.002,16.747,,87.838
12/9/15,60,29.674,16.745,16.696,15.371,34.715,64.513,54.143,63.189,,294.741
12/10/15,87,28.623,15.73,16.213,14.818,33.812,62.494,52.628,61.462,,285.522
12/11/15,97,35.882,20.501,20.57,18.158,42.642,82.239,67.188,74.033,,360.864
12/12/15,59,13.823,7.745,8.152,7.061,16.751,32.37,24.123,25.962,,135.838
12/13/15,46,5.621,2.69,2.73,2.527,6.553,10.661,6.63,8.875,,46.251
12/14/15,60,29.71,17.057,16.973,15.543,36.806,71.597,59.453,66.008,,312.851
12/15/15,89,30.073,17.47,17.09,15.801,37.004,72.372,60.305,66.683,,316.542
12/16/15,91,28.906,16.952,16.759,15.702,36.025,69.471,57.464,62.872,,303.844
12/17/15,73,27.452,16.194,15.929,15.006,35.017,67.328,55.618,61.069,,293.355
12/18/15,89,25.407,14.773,14.363,14.015,32.829,62.526,50.582,56.428,,270.678
12/19/15,61,12.26,6.88,6.916,6.254,15.937,30.881,22.891,24.394,,126.332
12/20/15,75,5.317,2.627,2.904,2.679,6.565,10.377,6.611,8.859,,45.937
12/21/15,93,26.872,14.878,14.829,14.236,34.434,65.887,54.692,59.613,,285.23
12/22/15,95,26.73,15.28,15.031,14.894,34.064,65.119,53.367,59.244,,283.475
12/23/15,139,23.414,13.599,13.478,13.363,30.704,58.011,47.441,53.003,,252.881
12/24/15,127,10.561,6.185,6.229,6.195,13.876,25.253,20.249,23.161,,111.706
12/25/15,69,4.199,2.157,2.242,2.244,5.527,8.208,5.074,6.865,,36.531
12/26/15,76,8.505,4.892,4.643,4.426,12.029,22.079,15.689,16.542,,88.766
12/27/15,83,4.964,2.561,2.597,2.525,6.473,9.711,6.096,8.083,,43.029
12/28/15,98,23.134,12.964,12.548,12.379,30.401,58.303,47.791,51.111,,248.453
12/29/15,102,22.74,12.827,12.007,12.199,30.12,57.564,46.442,50.073,,243.77
12/30/15,166,19.742,11.309,11.081,15.855,35.015,65.758,49.96,44.092,,252.721
12/31/15,131,8.191,4.826,4.994,5.061,12.408,22.802,17.663,21.812,,97.771
1/1/16,61,5.604,2.721,2.862,2.955,7.285,12.141,9.742,16.448,,59.754
1/2/16,72,13.198,7.142,7.6,6.925,18.999,37.464,28.178,29.502,,148.909
1/3/16,77,5.413,2.814,2.92,3.035,7.306,11.658,7.395,9.35,,49.908
1/4/16,118,27.098,15.29,15.189,14.782,36.3,69.8,60.422,73.14,,311.476
1/5/16,157,29.107,16.824,16.748,16.413,39.252,73.953,64.194,76.249,,332.143
1/6/16,151,29.592,17.02,17.33,16.64,39.509,74.669,65.205,76.746,,336.078
1/7/16,208,29.866,17.405,17.572,17.09,39.394,73.425,63.797,75.721,,333.669
1/8/16,224,29.667,17.323,17.519,17.369,39.541,73.392,62.895,73.721,,330.883
1/9/16,154,14.458,8.48,9.099,8.153,19.989,38.385,29.439,32.603,,160.354
1/10/16,129,6.02,3.1,3.455,3.414,7.493,11.964,7.791,10.247,,53.492
1/11/16,107,6.435,3.358,3.789,3.611,7.946,13.101,8.603,12.228,,59.021
1/12/16,235,38.309,21.842,21.881,20.385,45.691,86.156,75.201,92.647,,401.407
1/13/16,303,38.806,22.397,22.874,21.469,46.643,86.606,76.966,93.521,,408.636
1/14/16,281,38.083,21.945,22.61,21.4,46.064,87.223,77.3,92.357,,406.362
1/15/16,278,36.415,21.064,22.053,21.091,44.644,84.643,73.423,87.029,,389.767
1/16/16,188,16.624,9.689,10.418,9.545,21.463,41.652,32.935,36.455,,178.538
1/17/16,136,6.192,3.233,3.672,3.456,7.685,12.344,8.132,10.499,,55.229
1/18/16,206,40.058,22.539,22.731,21.156,47.465,89.061,78.762,94.418,,415.487
1/19/16,253,41.255,22.694,22.138,21.781,48.282,89.916,79.16,94.103,,418.594
1/20/16,267,39.06,22.103,22.259,21.175,46.812,88.229,78.307,93.064,,410.394
1/21/16,226,39.072,21.568,21.655,21.527,47.065,88.307,78.07,91.708,,408.302
1/22/16,277,36.749,20.91,21.216,20.908,45.274,85.64,75.016,87.241,,392.39
1/23/16,197,16.89,10.531,11.354,10.401,21.974,42.809,33.685,36.701,,184.146
1/24/16,172,5.814,3.197,3.499,3.359,7.607,12.131,7.869,10.208,,53.762
1/25/16,224,39.382,21.843,21.226,20.324,46.693,89.417,80.22,93.563,,412.078
1/26/16,262,41.118,22.288,22.243,20.964,47.959,90.237,80.218,94.156,,418.633
1/27/16,254,40.204,21.819,24.801,26.098,55.19,100.078,81.76,92.154,,441.511
1/28/16,275,38.679,20.635,20.715,20.072,45.968,87.744,77.795,89.613,,400.703
1/29/16,239,36.888,20.387,20.328,19.682,43.51,83.228,73.458,84.405,,381.362
1/30/16,217,18.108,10.653,11.411,10.349,22.001,43.993,35.585,37.756,,189.732
1/31/16,143,6.097,3.065,3.115,3.308,7.702,13.354,9.901,14.536,,61.156
2/1/16,260,36.005,19.856,19.836,19.35,44.935,85.806,78.948,94.75,,398.993
2/2/16,236,36.148,18.88,19.184,19.086,44.261,83.797,76.596,89.227,,386.752
2/3/16,214,35.564,18.839,19.128,19.268,44.305,83.214,75.484,90.979,,386.364
2/4/16,196,34.813,18.955,19.674,18.749,43.292,80.265,73.769,85.739,,374.79
2/5/16,269,32.484,18.244,17.962,18.105,41.815,77.814,69.945,81.522,,357.509
2/6/16,180,12.64,7.866,8.589,7.861,17.217,32.789,27.024,29.346,,143.202
2/7/16,134,5.555,2.61,3.026,2.936,6.542,10.126,6.906,8.732,,46.431
2/8/16,173,32.243,17.396,17.532,17.297,40.304,76.812,69.961,81.885,,352.951
2/9/16,199,33.348,17.773,17.503,17.75,41.311,77.473,70.874,82.92,,358.491
2/10/16,230,36.214,19.397,19.605,19.422,44.092,83.271,75.496,88.635,,385.681
2/11/16,191,35.427,19.209,19.347,19.265,43.233,82.409,74.704,86.047,,379.133
2/12/16,177,34.472,19.08,19.996,18.809,42.818,79.76,71.381,83.364,,369.199
2/13/16,166,15.42,9.569,10.645,9.146,19.335,37.522,30.284,32.146,,163.888
2/14/16,139,6.648,3.056,3.085,3.166,6.54,10.423,7.18,8.957,,49.04
2/15/16,139,38.8,20.476,20.237,19.381,44.611,85.779,78.736,91.451,,398.86
2/16/16,128,39.144,20.466,20.519,20.326,45.436,87.418,78.943,90.989,,402.682
2/17/16,142,37.637,20.086,21.202,20.163,44.857,85.982,77.789,88.704,,395.894
2/18/16,103,37.947,20.836,21.633,20.213,44.748,84.895,77.065,88.112,,394.887
2/19/16,90,35.584,19.227,20.105,19.025,42.625,80.858,72.521,82.199,,371.606
2/20/16,90,16.309,9.875,11.304,9.479,20.372,39.351,33.428,35.076,,174.912
2/21/16,60,6.799,2.853,3.019,3.097,6.726,10.597,7.265,9.114,,49.375
2/22/16,71,39.09,20.374,20.9,20.305,44.781,86.85,78.895,91.705,,402.268
2/23/16,66,39.843,20.816,21.258,20.579,44.836,87.169,78.571,90.086,,402.526
2/24/16,59,38.98,20.224,21.659,20.469,44.529,85.849,77.677,88.266,,397.052
2/25/16,47,37.614,20.649,21.717,19.817,44.237,85.012,76.747,86.727,,392.02
2/26/16,53,35.407,19.133,19.979,19.334,41.865,79.048,71.002,80.763,,366.019
2/27/16,43,17.792,10.194,11.791,9.391,20.053,39.429,31.704,33.918,,174.04
2/28/16,27,9.013,3.663,4.113,4.104,8.245,13.437,9.939,12.415,,64.881
2/29/16,62,40.315,20.93,21.876,21.284,46.372,89.55,78.309,87.75,,405.748
3/1/16,39,38.638,20.274,20.435,19.287,42.803,81.341,70.189,78.306,,370.823
3/2/16,43,35.686,18.73,19.146,18.369,40.748,78.178,66.066,73.298,,349.797
3/3/16,17,34.931,18.85,19.628,18.301,40.82,77.545,65.485,71.868,,347.012
3/4/16,19,33.083,18.156,18.385,17.097,38.914,73.722,61.444,69.499,,329.906
3/5/16,19,16.899,9.526,10.729,8.877,18.993,36.779,27.947,28.468,,158.023
3/6/16,11,7.069,2.772,3.016,3.053,6.792,11.124,7.568,9.3,,50.607
3/7/16,10,36.453,19.012,19.306,18.001,40.121,76.48,65.574,72.056,,346.515
3/8/16,15,35.995,19.573,18.82,17.623,39.396,75.73,65.723,73.98,,346.424
3/9/16,10,36.645,19.47,19.226,17.835,40.125,77.12,65.446,72.312,,347.711
3/10/16,17,33.146,18.182,18.463,17.419,37.019,68.518,59.236,67.123,,318.668
3/11/16,11,31.527,17.16,17.933,16.945,36.277,65.788,56.734,63.394,,305.351
3/12/16,8,17.059,9.722,10.804,9.25,18.634,36.645,28.1,29.038,,159.046
3/13/16,9,7.642,2.886,2.979,3.111,6.716,10.757,7.086,9.304,,50.389
3/14/16,8,35.459,18.868,18.702,17.782,38.413,70.811,61.609,69.25,,330.483
3/15/16,13,37.841,19.785,20.043,18.782,41.722,78.914,67.43,75.807,,359.888
3/16/16,11,36.418,19.688,19.964,18.38,40.938,77.804,66.128,74.897,,353.807
3/17/16,14,34.992,19.011,19.828,18.226,40.502,77.111,64.975,71.04,,345.276
3/18/16,14,34.046,18.444,18.558,17.856,39.623,74.418,62.578,69.597,,334.749
3/19/16,11,17.082,9.137,9.769,8.721,18.378,35.662,27.404,28.762,,154.765
3/20/16,11,7.825,3.127,3.143,3.15,6.724,10.458,7.001,9.302,,50.666
3/21/16,7,8.336,3.429,3.549,3.525,7.042,11.143,7.442,9.947,,54.359
3/22/16,11,32.066,17.349,17.579,17.064,36.137,68.879,57.526,63.946,,310.194
3/23/16,12,27.364,14.456,15.044,14.392,31.643,59.406,49.46,54.821,,266.286
3/24/16,13,6.956,3.227,3.075,2.951,6.121,9.583,6.693,8.941,,47.494
3/25/16,6,6.853,2.861,2.714,2.576,5.815,9.009,6.314,8.987,,45.092
3/26/16,4,9.813,4.631,4.554,4.507,10.61,19.098,13.843,14.869,,81.81
3/27/16,6,6.792,2.893,3.046,3.235,6.715,9.982,6.507,8.625,,47.742
3/28/16,7,35.583,18.957,18.037,17.694,39.354,74.078,63.789,72.805,,339.848
3/29/16,11,36.488,19.302,24.778,21.296,43.466,86.405,71.377,84.751,,387.425
3/30/16,9,33.854,18.064,17.645,17.706,37.377,70.262,60.887,69.821,,325.252
3/31/16,14,35.132,18.22,19.297,18.472,40.477,79.724,68.409,78.067,,357.341
4/1/16,10,34.784,19.074,19.049,18.948,43.019,83.104,72.871,83.328,,373.601
4/2/16,47,15.977,9.284,10.718,9.153,19.887,38.454,29.986,31.511,,164.764
4/3/16,6,6.801,3.095,3.244,3.203,7.179,11.452,7.551,9.883,,52.268
4/4/16,6,38.161,20.19,20.663,20.069,45.616,88.106,78.501,90.463,,401.128
4/5/16,6,40.504,21.387,21.776,20.862,47.167,89.615,80.065,93.196,,413.909
4/6/16,8,38.366,21.884,21.839,20.311,45.273,85.697,77.069,88.398,,398.221
4/7/16,5,38.917,21.254,22.385,20.629,46.35,88.454,79.426,93.107,,409.872
4/8/16,5,37.542,20.236,21.514,20.225,45.027,85.83,74.793,84.843,,389.383
4/9/16,6,17.572,10.285,10.891,9.603,20.525,40.575,32.247,34.286,,175.693
4/10/16,1,7.062,2.925,3.023,3.308,6.736,10.815,7.308,9.538,,50.582
4/11/16,7,41.632,21.749,22.275,21.911,47.584,91.426,82.21,94.991,,423.151
4/12/16,4,41.963,22.403,22.952,21.537,47.774,91.746,82.139,94.785,,424.6
4/13/16,1,42.124,23.13,24.933,22.503,47.652,91.306,81.44,94.035,,426.447
4/14/16,1,41.122,21.429,23.018,21.501,47.524,90.957,81.078,92.267,,418.248
4/15/16,4,39.07,20.794,21.353,20.749,45.236,85.628,75.498,86.509,,394.17
4/16/16,1,18.364,10.105,11.226,10.145,21.516,41.064,32.877,34.189,,179.19
4/17/16,1,7.567,2.991,2.995,3.261,6.857,11.014,6.976,9.446,,50.977
4/18/16,2,43.326,22.063,22.828,22.18,49.473,94.53,83.551,95.175,,432.431
4/19/16,1,44.008,23.178,23.464,22.239,49.811,94.462,84.178,95.397,,436.039
4/20/16,2,42.088,22.618,23.395,21.966,47.546,91.68,81.675,92.968,,423.278
4/21/16,1,40.808,21.975,23.43,21.682,47.072,90,79.785,90.587,,414.697
4/22/16,1,39.149,20.543,21.596,20.608,45.036,85.616,75.239,84.535,,391.792
4/23/16,3,18.731,10.342,11.132,9.671,20.569,39.915,31.765,33.439,,175.277
4/24/16,3,7.67,2.833,2.853,3.028,6.685,10.81,7.045,9.182,,50.03
4/25/16,,42.574,22.238,22.728,21.153,46.591,90.425,81.118,89.88,,416.099
4/26/16,1,43.916,22.261,23.794,22.058,47.365,90.599,81.409,91.399,,422.188
4/27/16,,41.541,21.596,22.554,21.182,45.517,88.059,78.965,87.963,,406.747
4/28/16,2,39.351,20.778,21.748,19.83,44.222,85.343,76.223,86.789,,393.721
4/29/16,1,45.617,26.068,22.191,19.703,42.206,80.61,70.863,80.146,,386.831
4/30/16,,26.899,12.897,14.067,12.179,23.72,45.652,37.637,41.313,,214.036
5/1/16,,8.511,3.747,4.158,4.011,7.948,12.373,9.896,14.691,,65.27
5/2/16,,38.506,20.13,20.808,19.109,44.198,85.476,75.183,87.338,,389.904
5/3/16,,39.854,21.519,21.904,20.279,46.069,87.246,77.359,88.348,,401.703
5/4/16,,38.856,21.439,22.563,20.515,44.996,85.714,75.557,87.234,,395.967
5/5/16,,39.785,21.448,22.094,19.917,45.338,86.047,74.867,86.664,,395.299
5/6/16,,35.453,19.546,20.343,18.956,42.405,80.009,69.454,81.407,,366.796
5/7/16,,17.168,9.712,10.232,9.015,19.558,37.158,29.06,30.297,,161.801
5/8/16,,6.941,2.735,2.773,2.896,5.941,8.971,6.112,8.012,,44.27
5/9/16,,7.916,3.201,3.198,3.124,6.74,10.418,6.971,9.254,,50.691
5/10/16,,39.139,21.27,21.341,19.718,43.829,84.299,73.724,86.311,,388.775
5/11/16,,38.447,21.228,21.657,19.653,43.273,80.516,70.787,83.343,,378.014
5/12/16,,35.222,19.478,20.673,18.61,39.136,72.477,65.589,77.958,,348.268
5/13/16,,35.687,20.701,21.828,19.715,40.768,76.975,67.53,77.95,,360.297
5/14/16,,18.189,10.481,11.188,9.488,19.618,36.719,28.964,31.894,,166.099
5/15/16,,7.808,3.277,3.523,3.195,6.522,10.466,7.122,9.234,,51.039
5/16/16,,40.201,22.422,22.361,19.8,43.932,83.01,73.189,85.778,,389.774
5/17/16,,42.517,23.546,23.517,20.637,45.469,84.622,74.853,87.815,,401.983
5/18/16,,40.721,23.057,23.352,20.707,44.838,83.842,73.845,87.74,,397.203
5/19/16,,40.275,23.132,23.246,20.798,44.126,82.606,72.545,85.53,,391.314
5/20/16,,37.774,21.097,21.772,19.749,41.663,79.266,69.236,80.551,,370.253
5/21/16,,20.36,11.07,11.503,9.719,21.031,40.334,33.391,35.531,,182.493
